,filename,transcription,filepath
2107,tef_07789_01193466807,చక్రి మాత్రం అందుకు ససేమిరా అన్నారు,te_in_female\tef_07789_01193466807.wav
2108,tef_08318_01135079575,గ్రామానికి విద్యుత్తు సౌకర్యం వున్నది,te_in_female\tef_08318_01135079575.wav
2109,tef_08664_01114348859,వాటిని ఫొటోలు తీసి ఆయా సినిమాలకు సంబంధించిన వ్యాసాలలో ఉంచండి\n,te_in_female\tef_08664_01114348859.wav
2110,tef_09935_00018455013,రెండు వందల మీటర్‌లలో,te_in_female\tef_09935_00018455013.wav
2111,tef_07789_00553346010,ఊక అనగా వడ్లగింజపైనుండే పొట్టు,te_in_female\tef_07789_00553346010.wav
2112,tef_04261_01637540790,దిక్కులకు అధిపతులను నిర్ణయించడము,te_in_female\tef_04261_01637540790.wav
2113,tef_06869_01714151250,అంపైర్లే పాయింట్లను నిర్ణయిస్తారు,te_in_female\tef_06869_01714151250.wav
2114,tef_08712_00569107494,అప్పులు కూడా చేస్తాడు,te_in_female\tef_08712_00569107494.wav
2115,tef_02828_01061070663,ఈ చిత్రానికి మహేష్ బాబు నటన ముఖ్య ఆకర్షణ\n,te_in_female\tef_02828_01061070663.wav
2116,tef_01908_00334264806,మిరియాల తీగె వేరుమూలమున నెగబ్రాకుచున్నది,te_in_female\tef_01908_00334264806.wav
2117,tef_03910_00961141139,వర్గ వివరణ పేజీలో క్రింది వివరణ ఉండాలి,te_in_female\tef_03910_00961141139.wav
2118,tef_01908_02078540923,స్వామి అక్కడే శిలారూపంలో వెలసినాడు,te_in_female\tef_01908_02078540923.wav
2119,tef_05484_00724275999,ఆ వార్త విన్న ద్రౌపది వివశురాలవుతుంది,te_in_female\tef_05484_00724275999.wav
2120,tef_05181_00887186605,సామెతలు ప్రసంగానికి దీపాల్లాంటివి,te_in_female\tef_05181_00887186605.wav
2121,tef_06928_01262139182,ఇతడు రైతు కుటుంబానికి చెందిన వ్యక్తి,te_in_female\tef_06928_01262139182.wav
2122,tef_06928_01942798533,మీ పేజీలో మీరు పేరు మార్చే అవకాశము కలదు,te_in_female\tef_06928_01942798533.wav
2123,tef_06008_01732371150,ఈ జగములన్నీ నాలో నివసిస్తాయి,te_in_female\tef_06008_01732371150.wav
2124,tef_01908_00517420176,కనుకనే నారదుని బ్రహ్మ మానస పుత్రుడయ్యాడు,te_in_female\tef_01908_00517420176.wav
2125,tef_05705_00933490011,ఇదే పేరుతో ఉన్న ఇతర ప్రాంతాల కొరకు వడ్డేపల్లి అయోమయ నివృత్తి చూడండి,te_in_female\tef_05705_00933490011.wav
2126,tef_08318_00790749153,ఇక ఈ చక్రంనకు అధిపతి గ్రహం సూర్యుడు,te_in_female\tef_08318_00790749153.wav
2127,tef_05705_01512705181,ఇతరులు దాన్ని పరిశీలించి తగు చర్యలు తీసుకుంటారు,te_in_female\tef_05705_01512705181.wav
2128,tef_06869_00892890241,ఇంతటితో కథ సగం పూర్తయింది\n,te_in_female\tef_06869_00892890241.wav
2129,tef_09935_00791543234,రెండు వందల అడుగుల్లో,te_in_female\tef_09935_00791543234.wav
2130,tef_05994_01334476195,నేను ఎవరిని పొగడను తిట్టను,te_in_female\tef_05994_01334476195.wav
2131,tef_04213_00190489012,ఐ_letter-en ఎం_letter-en డి_letter-en బి_letter-en లో శివరామకృష్ణయ్య వివరాలు,te_in_female\tef_04213_00190489012.wav
2132,tef_04830_01758595308,ఒక ప్రాథమిక పాఠశాల కలదు,te_in_female\tef_04830_01758595308.wav
2133,tef_04213_01167165766,రాత్రికి తెలుగు భాషలో వికృతి పదం రాతిరి,te_in_female\tef_04213_01167165766.wav
2134,tef_08318_01297615367,వీరి వయసు నాలుగు వెలు అయిదు వందలు అరవై మధ్య ఉంది,te_in_female\tef_08318_01297615367.wav
2135,tef_06625_01249575186,అతని రెండవ ఆల్బం,te_in_female\tef_06625_01249575186.wav
2136,tef_09281_02110637988,విద్యావకాశాల విషయంలోనూ అదే జరిగింది,te_in_female\tef_09281_02110637988.wav
2137,tef_01908_00519819021,అని పిల్లలు ప్రశ్నించెను,te_in_female\tef_01908_00519819021.wav
2138,tef_04830_00693191310,ఒక్కోసారి భారీవర్షాలు కూడా సంభవిస్తాయి,te_in_female\tef_04830_00693191310.wav
2139,tef_05691_00415023573,వర్తక వ్యాపారాలలో సమస్యలు ఎదుర్కొంటారు,te_in_female\tef_05691_00415023573.wav
2140,tef_06008_00369346463,ఇది ఒక లోహం కూడా,te_in_female\tef_06008_00369346463.wav
2141,tef_06869_01235195397,ఊరి ప్రముఖుల వలన ఊరిలో అన్ని వసతులు ఏర్పడ్డాయి\n,te_in_female\tef_06869_01235195397.wav
2142,tef_09281_00954185724,జలధి  జలనిధి,te_in_female\tef_09281_00954185724.wav
2143,tef_01033_00761023050,గృహాల సంఖ్య రెండు వందల డెబ్బై,te_in_female\tef_01033_00761023050.wav
2144,tef_09935_00592781405,"రౌండ్అబౌట్ వద్ద, రాంప్ నుండి నిష్క్రమించండి",te_in_female\tef_09935_00592781405.wav
2145,tef_07789_00726281475,ఈ గ్రామాన్ని కోనసీమ ముఖద్వారంగా చెపుతారు,te_in_female\tef_07789_00726281475.wav
2146,tef_05691_00993854441,కుంగిపోవడాన్ని బైపోలార్ డిప్రెషన్ అంటారు,te_in_female\tef_05691_00993854441.wav
2147,tef_01908_00340247067,కర్ణుడికి ఏదో అసంతృప్తి,te_in_female\tef_01908_00340247067.wav
2148,tef_08318_00886281050,వీటిలో పగలు కూడ జరిగే ఘట్టాలు మూడు,te_in_female\tef_08318_00886281050.wav
2149,tef_09281_01679503407,రధికులు ప్రతిగా శరములు వదులుతున్నారు,te_in_female\tef_09281_01679503407.wav
2150,tef_05484_01064172935,జయలలిత దక్షిణ భారత చలన చిత్ర నటి,te_in_female\tef_05484_01064172935.wav
2151,tef_05994_01155024153,ఆతరువాత ముస్లిమేతరులందరిపై విధించేవారు,te_in_female\tef_05994_01155024153.wav
2152,tef_03689_01400125029,వీరి ఊరి జాతర అలాంటిది,te_in_female\tef_03689_01400125029.wav
2153,tef_08664_02006501317,స్వాగతం మూసలో మీ అభిప్రాయాలు చదివాను\n,te_in_female\tef_08664_02006501317.wav
2154,tef_05691_01571737774,ది హాబిట్ ఆంగ్లం,te_in_female\tef_05691_01571737774.wav
2155,tef_06928_01260339081,ఈ గ్రామములో ఉన్నత పాఠశాల ఉన్నది,te_in_female\tef_06928_01260339081.wav
2156,tef_05484_00484538758,తల్లి రాగతి శాంతకుమారి,te_in_female\tef_05484_00484538758.wav
2157,tef_08318_00138055962,నిడదవోలు లో రసాయన పరిశ్రమ పెట్టారు,te_in_female\tef_08318_00138055962.wav
2158,tef_07789_01358750579,లోకవ్యక్తిని కావ్యవ్యక్తి నయ్యాను,te_in_female\tef_07789_01358750579.wav
2159,tef_01908_01232510390,టెలూరియం అనే ఒక రసాయన మూలకం ఉంది,te_in_female\tef_01908_01232510390.wav
2160,tef_06008_01733974788,దీని కేంద్రం ఢిల్లీ లో వున్నది,te_in_female\tef_06008_01733974788.wav
2161,tef_06869_00930378291,ఈ వివాదం సెప్టెంబర్ రెండు వేల తొమ్మిదిన పరిష్కారమైంది\n,te_in_female\tef_06869_00930378291.wav
2162,tef_08664_01235956430,మరి నాడీ మండలం అంటే ఏంటి,te_in_female\tef_08664_01235956430.wav
2163,tef_06869_00493238542,రెండు ప్రాజెక్ట్లు విజయవంతం అయినాయి\n,te_in_female\tef_06869_00493238542.wav
2164,tef_05691_02004107600,కుంతి దిక్కులు చూసింది,te_in_female\tef_05691_02004107600.wav
2165,tef_05994_01510223162,పావీయా ప్రాజెక్ట్ ఫిజిక్స్,te_in_female\tef_05994_01510223162.wav
2166,tef_05691_00013245120,జీవశాస్త్ర సంబంధం కానివాటికిఅనగా,te_in_female\tef_05691_00013245120.wav
2167,tef_05181_00611403858,విజయవాడ గ్రామీణ మండలం లోని గ్రామం,te_in_female\tef_05181_00611403858.wav
2168,tef_06008_00845559927,ఒకో అక్షరానికి ఒకో పేజీ కేటాయించబడింది,te_in_female\tef_06008_00845559927.wav
2169,tef_09281_00224239417,కృష్ణుడు ఒక తెలుగు సినీ నటుడు,te_in_female\tef_09281_00224239417.wav
2170,tef_05484_00608791258,మరియు యూరోప్ యాత్ర చేపడతానని చెప్పింది,te_in_female\tef_05484_00608791258.wav
2171,tef_05691_00867605177,ఈమె వెయిట్ లిఫ్టింగులో రాణించుచున్నది,te_in_female\tef_05691_00867605177.wav
2172,tef_08664_01799276576,పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో ఆదిలాబాదు జిల్లా తాలూకాల వివరాలు,te_in_female\tef_08664_01799276576.wav
2173,tef_03910_00193646626,అన్ని రకాల క్షేత్రాలకు అనుకూలం,te_in_female\tef_03910_00193646626.wav
